"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"30-Dec-2016","EQ","2,354.90","2,378.60","2,345.65","2,351.70","2,366.55","2,365.55","2,366.64","2,744.80","2,051.90","7,02,874","1,66,34,48,119.20","44,979"
"29-Dec-2016","EQ","2,303.00","2,359.90","2,303.00","2,313.40","2,355.00","2,351.70","2,346.25","2,744.80","2,051.90","9,81,758","2,30,34,45,318.55","64,945"
"28-Dec-2016","EQ","2,326.70","2,349.90","2,303.15","2,323.40","2,305.25","2,313.40","2,335.86","2,744.80","2,051.90","6,75,209","1,57,71,93,933.90","65,267"
"27-Dec-2016","EQ","2,281.50","2,330.00","2,281.50","2,293.10","2,322.80","2,323.40","2,317.79","2,744.80","2,051.90","6,47,346","1,50,04,10,953.80","42,719"
"26-Dec-2016","EQ","2,266.00","2,301.60","2,266.00","2,288.10","2,296.85","2,293.10","2,290.60","2,744.80","2,051.90","4,48,704","1,02,78,02,299.80","29,524"
"23-Dec-2016","EQ","2,300.00","2,317.75","2,278.80","2,307.70","2,285.00","2,288.10","2,295.23","2,744.80","2,051.90","5,59,477","1,28,41,26,905.25","42,554"
"22-Dec-2016","EQ","2,306.00","2,325.00","2,286.20","2,313.60","2,315.60","2,307.70","2,306.01","2,744.80","2,051.90","9,34,150","2,15,41,60,084.70","47,737"
"21-Dec-2016","EQ","2,343.80","2,343.80","2,305.60","2,339.30","2,312.00","2,313.60","2,318.50","2,744.80","2,051.90","10,17,451","2,35,89,59,165.90","85,491"
"20-Dec-2016","EQ","2,292.00","2,345.00","2,287.05","2,288.90","2,340.00","2,339.30","2,322.69","2,744.80","2,051.90","14,61,380","3,39,43,33,566.75","49,014"
"19-Dec-2016","EQ","2,280.00","2,297.70","2,261.30","2,282.65","2,285.00","2,288.90","2,274.60","2,744.80","2,051.90","6,67,105","1,51,73,99,676.45","44,317"
"16-Dec-2016","EQ","2,277.00","2,290.00","2,252.00","2,259.30","2,284.80","2,282.65","2,275.76","2,744.80","2,051.90","9,93,615","2,26,12,29,516.90","55,542"
"15-Dec-2016","EQ","2,202.00","2,272.10","2,202.00","2,207.60","2,256.50","2,259.30","2,257.49","2,744.80","2,051.90","21,47,705","4,84,84,14,375.65","74,707"
"14-Dec-2016","EQ","2,214.00","2,224.70","2,189.00","2,200.30","2,208.80","2,207.60","2,207.22","2,744.80","2,051.90","9,35,183","2,06,41,58,980.50","46,920"
"13-Dec-2016","EQ","2,218.00","2,218.00","2,183.00","2,208.20","2,210.75","2,200.30","2,199.64","2,744.80","2,051.90","10,73,767","2,36,19,01,050.20","58,059"
"12-Dec-2016","EQ","2,194.80","2,217.60","2,163.00","2,195.25","2,210.00","2,208.20","2,198.33","2,744.80","2,051.90","6,55,879","1,44,18,37,926.90","43,775"
"09-Dec-2016","EQ","2,205.00","2,219.90","2,173.30","2,195.75","2,193.60","2,195.25","2,199.22","2,744.80","2,051.90","7,94,359","1,74,69,68,957.40","53,949"
"08-Dec-2016","EQ","2,160.50","2,199.00","2,160.00","2,154.55","2,195.00","2,195.75","2,185.77","2,744.80","2,051.90","16,19,773","3,54,04,54,899.45","74,988"
"07-Dec-2016","EQ","2,182.20","2,184.45","2,145.65","2,182.35","2,157.90","2,154.55","2,164.31","2,744.80","2,051.90","10,32,853","2,23,54,17,459.15","63,105"
"06-Dec-2016","EQ","2,190.00","2,203.95","2,169.90","2,186.00","2,170.85","2,182.35","2,189.54","2,744.80","2,051.90","7,96,722","1,74,44,52,270.15","50,293"
"05-Dec-2016","EQ","2,229.00","2,237.85","2,170.00","2,221.85","2,188.50","2,186.00","2,189.99","2,744.80","2,051.90","11,24,763","2,46,32,16,081.30","65,000"
"02-Dec-2016","EQ","2,258.00","2,270.80","2,205.20","2,263.45","2,229.00","2,221.85","2,233.56","2,744.80","2,051.90","9,99,016","2,23,13,66,449.10","70,395"
"01-Dec-2016","EQ","2,277.00","2,290.00","2,254.05","2,276.05","2,267.00","2,263.45","2,270.78","2,744.80","2,051.90","5,61,526","1,27,51,00,690.75","48,664"
"30-Nov-2016","EQ","2,265.00","2,294.75","2,242.30","2,259.85","2,275.00","2,276.05","2,272.16","2,744.80","2,051.90","17,22,916","3,91,47,48,236.95","88,801"
"29-Nov-2016","EQ","2,275.00","2,292.00","2,252.55","2,282.60","2,263.00","2,259.85","2,271.38","2,744.80","2,051.90","7,21,148","1,63,80,01,868.35","60,419"
"28-Nov-2016","EQ","2,294.00","2,319.45","2,251.90","2,300.35","2,275.05","2,282.60","2,283.57","2,744.80","2,051.90","9,62,148","2,19,71,33,328.70","69,327"
"25-Nov-2016","EQ","2,212.00","2,307.25","2,192.20","2,188.45","2,299.80","2,300.35","2,272.25","2,744.80","2,051.90","21,38,074","4,85,82,38,273.15","1,25,651"
"24-Nov-2016","EQ","2,154.90","2,207.60","2,137.00","2,156.35","2,205.00","2,188.45","2,185.41","2,744.80","2,051.90","15,13,117","3,30,67,74,108.05","47,769"
"23-Nov-2016","EQ","2,149.00","2,162.95","2,127.20","2,135.00","2,158.50","2,156.35","2,150.81","2,744.80","2,051.90","6,37,904","1,37,20,12,697.10","40,612"
"22-Nov-2016","EQ","2,132.00","2,177.45","2,122.05","2,132.90","2,142.00","2,135.00","2,147.59","2,744.80","2,051.90","6,59,430","1,41,61,83,728.10","38,866"
"21-Nov-2016","EQ","2,126.20","2,140.00","2,105.00","2,125.10","2,130.00","2,132.90","2,128.57","2,744.80","2,051.90","8,96,683","1,90,86,55,294.55","63,995"
"18-Nov-2016","EQ","2,142.00","2,150.00","2,104.20","2,137.20","2,126.20","2,125.10","2,123.04","2,744.80","2,051.90","10,70,267","2,27,22,15,358.95","71,737"
"17-Nov-2016","EQ","2,185.00","2,208.60","2,130.15","2,189.60","2,134.05","2,137.20","2,163.54","2,744.80","2,051.90","12,52,344","2,70,94,90,979.85","74,605"
"16-Nov-2016","EQ","2,145.10","2,208.90","2,138.00","2,121.30","2,187.65","2,189.60","2,189.51","2,744.80","2,051.90","20,09,979","4,40,08,63,101.35","1,43,193"
"15-Nov-2016","EQ","2,116.90","2,157.55","2,051.90","2,101.15","2,138.35","2,121.30","2,116.99","2,744.80","2,051.90","31,45,162","6,65,82,67,757.50","1,43,796"
"11-Nov-2016","EQ","2,147.05","2,147.05","2,086.20","2,155.45","2,120.00","2,101.15","2,110.24","2,744.80","2,086.20","11,99,212","2,53,06,23,362.35","71,253"
"10-Nov-2016","EQ","2,204.80","2,217.50","2,140.80","2,169.85","2,147.05","2,155.45","2,186.26","2,744.80","2,115.00","10,86,213","2,37,47,45,077.50","55,736"
"09-Nov-2016","EQ","2,180.00","2,275.00","2,142.85","2,283.20","2,185.80","2,169.85","2,188.73","2,744.80","2,115.00","22,50,113","4,92,48,84,520.00","74,439"
"08-Nov-2016","EQ","2,280.45","2,307.00","2,260.00","2,277.05","2,289.60","2,283.20","2,281.56","2,744.80","2,115.00","9,66,817","2,20,58,47,975.25","39,458"
"07-Nov-2016","EQ","2,337.90","2,344.90","2,260.05","2,330.55","2,266.00","2,277.05","2,296.42","2,744.80","2,115.00","10,24,026","2,35,15,95,556.30","40,066"
"04-Nov-2016","EQ","2,320.00","2,336.15","2,294.00","2,319.45","2,330.00","2,330.55","2,313.13","2,744.80","2,115.00","5,91,876","1,36,90,86,822.20","34,571"
"03-Nov-2016","EQ","2,294.00","2,335.00","2,284.50","2,304.05","2,320.00","2,319.45","2,315.15","2,744.80","2,115.00","7,31,655","1,69,38,91,972.55","48,066"
"02-Nov-2016","EQ","2,341.00","2,344.00","2,295.00","2,350.00","2,298.75","2,304.05","2,315.05","2,744.80","2,115.00","11,62,538","2,69,13,31,051.70","42,121"
"01-Nov-2016","EQ","2,399.70","2,399.70","2,334.15","2,391.05","2,359.05","2,350.00","2,371.67","2,744.80","2,115.00","14,67,388","3,48,01,53,065.05","70,133"
"30-Oct-2016","EQ","2,398.70","2,408.95","2,382.00","2,398.70","2,390.05","2,391.05","2,393.74","2,744.80","2,115.00","42,676","10,21,55,144.10","3,032"
"28-Oct-2016","EQ","2,410.00","2,415.10","2,388.00","2,418.10","2,398.00","2,398.70","2,400.14","2,744.80","2,115.00","8,76,051","2,10,26,43,083.30","54,342"
"27-Oct-2016","EQ","2,379.70","2,429.50","2,365.50","2,396.25","2,401.10","2,418.10","2,397.88","2,744.80","2,115.00","14,70,801","3,52,68,10,416.50","61,880"
"26-Oct-2016","EQ","2,398.60","2,402.75","2,372.50","2,398.45","2,383.00","2,396.25","2,387.80","2,744.80","2,115.00","7,18,565","1,71,57,89,228.90","43,564"
